9.385,5.132
6.581,7.372
9.169,7.9
3.673,5.219
1.834,6.768
5.912,4.938
2.817,1.991
8.336,6.6
5.374,4.537
5.184,6.008
2.091,8.581
7.386,3.339
5.643,2.311
4.185,8.19
3.187,5.554
0.688,1.144
7.907,8.668
6.247,6.431
4.091,1.169
0.416,6.922
3.08,0.122
4.194,3.949
8.438,7.448
4.968,4.503
3.465,3.315
0.942,5.652
2.66,5.168
9.838,4.806
1.904,4.018
6.342,8.417
4.168,2.21
4.211,7.458
5.286,3.28
2.576,4.629
5.158,6.822
4.123,8.741
1.319,8.472
9.81,7.809
4.1,8.38
3.839,7.838
1.599,6.82
5.12,6.537
7.515,5.426
9.691,3.099
3.184,2.629
5.937,1.271
0.823,2.664
9.132,6.256
0.821,4.341
7.558,2.647
8.193,9.621
7.751,3.874
5.189,8.107
2.958,1.239
5.42,8.57
7.971,8.081
7.573,6.126
7.792,1.217
6.414,1.24
4.32,9.083
7.164,9.643
7.524,4.114
5.872,8.199
9.164,5.975
7.316,4.351
7.548,0.486
3.394,4.34
5.755,9.915
4.111,7.256
2.327,6.412
6.246,1.447
0.872,6.42
4.797,5.103
0.936,7.196
0.192,6.646
0.782,2.222
8.102,5.505
4.608,9.453
5.412,7.562
9.013,1.282
3.907,2.163
2.515,1.178
0.374,1.286
1.371,2.014
3.785,8.344
8.019,6.472
4.471,1.179
3.506,6.157
6.241,1.607
9.963,4.414
7.191,3.298
9.7,0.389
9.535,9.38
5.738,4.845
0.366,3.446
7.879,5.093
1.004,5.658
0.657,1.011
9.739,6.483
4.056,4.259
2.678,9.865
9.856,9.886
4.133,0.295
2.868,2.029
7.597,5.758
0.137,2.102
2.076,9.94
2.683,2.101
7.147,2.79
1.276,9.914
4.377,0.953
9.615,6.043
9.286,8.15
0.636,0.569
5.35,1.863
6.091,2.832
7.474,5.567
1.9,7.075
1.855,2.462
5.475,7.701
2.481,8.735
5.316,8.487
9.283,2.964
8.051,4.534
9.414,4.382
9.443,3.384
1.97,3.415
6.426,4.762
4.762,3.603
7.786,9.095
0.072,4.918
2.15,5.482
6.788,9.177
6.975,6.285
2.075,5.573
6.269,1.952
7.167,7.09
8.326,4.996
6.198,1.477
4.134,1.635
1.794,5.226
2.14,6.637
2.597,6.196
6.558,2.91
2.8,9.268
9.677,1.72
7.964,7.275
8.418,8.443
6.732,7.94
1.802,3.46
5.632,1.051
8.274,8.711
3.999,3.802
2.893,1.084
7.036,2.215
2.201,2.124
8.512,6.895
2.344,6.652
0.864,5.338
4.284,1.688
9.735,6.291
6.521,7.354
9.382,4.277
9.453,1.838
3.311,6.383
4.92,6.378
2.634,5.096
1.81,2.072
8.251,0.289
2.916,0.008
9.451,1.789
0.847,4.843
9.237,2.213
9.451,3.463
1.63,2.841
1.067,2.435
4.86,0.282
3.198,2.371
1.073,9.812
8.399,4.536
2.521,0.552
7.809,2.838
3.453,5.141
0.885,6.284
4.214,2.537
5.263,8.726
7.454,2.079
3.648,3.506
2.89,8.575
2.996,0.369
8.45,5.019
5.615,3.895
2.489,7.247
4.622,2.243
2.847,5.659
5.322,1.773
4.426,2.989
2.028,5.325
7.865,4.875
1.61,2.084
0.175,4.087
0.53,4.789
6.717,0.381
5.614,4.193
6.94,9.649
6.303,9.994
2.352,3.512
1.619,3.564
4.691,8.654
4.715,1.509
2.301,2.327
9.013,9.979
4.152,0.555
4.422,4.907
0.774,8.872
0.658,0.008
5.869,5.665
5.967,9.492
5.145,1.932
9.445,9.274
0.257,9.423
2.227,3.025
1.694,2.627
5.277,8.973
2.592,9.971
8.562,1.592
8.713,4.631
9.5,8.771
1.616,6.754
7.812,7.484
0.89,4.208
4.815,0.784
8.32,4.794
9.683,4.529
7.159,0.415
4.597,0.348
7.603,3.893
0.588,6.124
5.622,7.986
8.281,6.168
2.853,9.289
4.812,2.999
1.309,9.045
6.684,9.882
4.822,1.895
2.069,4.331
4.278,6.96
7.685,1.921
5.221,4.236
9.269,6.446
4.621,2.398
7.559,2.661
4.967,1.244
1.717,5.782
7.257,1.58
5.152,0.388
0.388,2.243
2.406,3.272
3.808,8.986
5.058,5.75
4.209,4.834
6.402,9.745
4.401,7.367
5.952,2.122
6.26,0.731
1.347,3.768
2.858,4.967
3.011,6.806
1.616,4.705
9.308,0.233
8.104,6.445
6.349,8.838
3.493,3.053
4.109,5.813
9.121,6.559
2.522,6.249
1.636,1.335
3.638,5.899
4.148,1.332
7.617,0.67
1.741,7.968
8.081,8.579
3.637,0.883
7.644,1.91
8.806,8.342
5.205,4.496
0.818,6.417
9.294,4.709
6.982,7.502
9.394,4.386
2.547,3.456
4.102,2.573
9.103,8.345
3.544,9.019
1.527,4.329
4.242,1.762
7.164,4.324
3.734,7.275
0.232,7.985
3.935,7.415
3.974,9.105
2.009,3.376
0.181,1.652
1.079,7.794
4.678,7.273
4.978,9.502
8.731,8.824
0.526,8.183
9.197,7.001
2.745,0.939
2.936,6.432
9.526,9.666
2.118,1.813
0.335,8.002
3.196,8.685
3.317,9.434
1.131,2.639
5.621,9.13
6.533,2.733
7.999,0.35
4.339,5.142
4.603,6.264
0.484,1.031
1.39,1.265
6.838,1.305
0.437,4.423
6.943,6.177
8.524,6.898
8.428,1.12
0.969,0.926
9.847,7.253
1.074,8.792
4.657,8.678
9.483,9.418
5.895,2.058
7.67,7.841
1.084,0.872
2.232,1.646
0.177,3.359
4.192,0.95
2.878,1.23
6.625,5.257
6.281,3.956
9.456,3.642
3.064,0.073
2.222,2.29
8.182,1.557
9.826,1.04
8.153,8.354
3.885,6.321
8.257,1.601
1.592,9.385
2.106,3.25
0.595,1.904
5.205,5.11
8.832,0.753
0.976,5.792
1.657,9.934
1.31,8.253
8.733,8.078
3.63,5.786
0.213,8.676
5.6,1.972
2.661,2.042
5.052,7.425
7.923,2.955
0.979,5.138
9.832,0.658
9.537,1.935
2.595,9.492
5.644,6.298
9.108,4.911
7.161,9.47
6.876,7.484
1.259,4.5
8.481,1.541
2.012,0.163
9.603,7.062
0.835,9.122
8.001,6.151
1.31,0.121
9.762,8.528
3.082,9.756
8.268,3.89
4.094,1.93
9.761,6.493
1.782,7.76
2.64,6.024
7.11,5.669
2.537,5.712
5.438,8.476
6.089,8.571
5.684,5.21
0.705,3.805
4.107,2.736
4.587,4.962
6.618,3.046
5.538,4.453
3.307,1.775
2.873,5.237
1.303,6.58
4.053,9.232
0.259,9.096
4.64,6.835
6.917,4.176
7.997,4.078
6.673,7.216
9.745,7.675
7.541,7.895
5.874,9.083
6.027,0.953
7.152,6.447
8.017,3.404
6.425,5.34
7.711,8.481
2.02,7.567
9.318,9.606
5.903,9.378
2.33,2.212
0.697,5.503
3.528,5.75
2.816,4.063
3.411,6.385
6.163,5.134
8.652,6.991
4.525,9.942
4.64,4.144
0.857,4.396
1.185,3.092
1.23,6.617
7.723,8.037
7.396,6.045
9.895,6.692
1.751,1.243
0.339,5.799
8.863,4.212
9.65,2.574
9.162,0.289
3.76,2.684
6.448,9.379
6.528,0.055
0.614,0.631
4.832,9.447
9.534,9.525
3.124,3.329
6.087,7.328
3.677,8.88
0.235,6.996
1.269,1.608
3.737,8.861
7.861,6.944
3.622,3.134
3.338,4.264
7.053,7.98
